sha256,tamano_bytes,n_copias,principal,ruta,copiado_al_material_piloto
9e34af7321f84855085fd7d2b87e6e7009c282274d1f7823899125f90a349740,29938,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_individuales.pdf,NO_COPIADO
1d81ccffcb5d06904891d3e94b002274508e79bc23f2ed9897fb9f6282e62d3c,447506,2,PRINCIPAL,Analisis agosto/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_individuales.png,03_resultados/figuras_piloto/PILOT_n_palabras_calculado_EN_individuales.png
1d81ccffcb5d06904891d3e94b002274508e79bc23f2ed9897fb9f6282e62d3c,447506,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_individuales.png,NO_COPIADO
db655ed47a33118f050de07f7f14a5a9b88db20c75ed407d9acc134eb4400af5,33788,2,PRINCIPAL,Analisis agosto/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_trayectoria.pdf,03_resultados/figuras_piloto/PILOT_n_palabras_calculado_EN_trayectoria.pdf
db655ed47a33118f050de07f7f14a5a9b88db20c75ed407d9acc134eb4400af5,33788,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_trayectoria.pdf,NO_COPIADO
15f3ad4ca85c82421dd1d4e52f99ef1806d16ab8cae360f59438c5f3aef225b2,246709,2,PRINCIPAL,Analisis agosto/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_trayectoria.png,03_resultados/figuras_piloto/PILOT_n_palabras_calculado_EN_trayectoria.png
15f3ad4ca85c82421dd1d4e52f99ef1806d16ab8cae360f59438c5f3aef225b2,246709,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/figures_en/PILOT_n_palabras_calculado_EN_trayectoria.png,NO_COPIADO
23c0568b0d89630400dfaf43caf643236a5e50be5f8c83fa92aa27be0fc3d952,32580,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/COMPARACION_n_palabras_calculado_ES.pdf,03_resultados/figuras_comparativas/COMPARACION_n_palabras_calculado_ES.pdf
23c0568b0d89630400dfaf43caf643236a5e50be5f8c83fa92aa27be0fc3d952,32580,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/COMPARACION_n_palabras_calculado_ES.pdf,NO_COPIADO
a8c48a07faed63177ae9bccc7f2161ac02c8b109c8911f594c98f3cea4c02633,340551,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/COMPARACION_n_palabras_calculado_ES.png,03_resultados/figuras_comparativas/COMPARACION_n_palabras_calculado_ES.png
a8c48a07faed63177ae9bccc7f2161ac02c8b109c8911f594c98f3cea4c02633,340551,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/COMPARACION_n_palabras_calculado_ES.png,NO_COPIADO
fa200491d969656fe600003e117122a1b94ba65343e1594c1402afe14dbf3245,29396,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_distribucion.pdf,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_distribucion.pdf
fa200491d969656fe600003e117122a1b94ba65343e1594c1402afe14dbf3245,29396,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_distribucion.pdf,NO_COPIADO
f7e8a00c4ee7c8d99fb1736292d6d9dcd9acac89a0a40e3faa26168d7f543f2b,193143,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_distribucion.png,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_distribucion.png
f7e8a00c4ee7c8d99fb1736292d6d9dcd9acac89a0a40e3faa26168d7f543f2b,193143,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_distribucion.png,NO_COPIADO
f88f0e03459361fa35685beb33254875bdefb0d1a21ad51e375d740ead942351,29600,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_individuales.pdf,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_individuales.pdf
f88f0e03459361fa35685beb33254875bdefb0d1a21ad51e375d740ead942351,29600,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_individuales.pdf,NO_COPIADO
9f3de29262235bdca128f177d22d2a674d5e3e36d5c2eb93d39fef4b97f508fe,449872,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_individuales.png,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_individuales.png
9f3de29262235bdca128f177d22d2a674d5e3e36d5c2eb93d39fef4b97f508fe,449872,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_individuales.png,NO_COPIADO
52df314a8a9afede2210f086ca0c4abb080852ef549d491e895030e752e8306e,32025,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_trayectoria.pdf,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_trayectoria.pdf
52df314a8a9afede2210f086ca0c4abb080852ef549d491e895030e752e8306e,32025,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_trayectoria.pdf,NO_COPIADO
30c125b1e139a14ec4bfa3afac42bff391cade12d7d4ed251743952ccbcf53e0,244294,2,PRINCIPAL,Analisis agosto/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_trayectoria.png,03_resultados/figuras_piloto/PILOTO_n_palabras_calculado_ES_trayectoria.png
30c125b1e139a14ec4bfa3afac42bff391cade12d7d4ed251743952ccbcf53e0,244294,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/graficas_es/PILOTO_n_palabras_calculado_ES_trayectoria.png,NO_COPIADO
35f17c77df8b245c53db44243499b009ed577f01e50901f289a669b9b2fb20d8,330,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/auditoria_piloto.csv,03_resultados/tablas_piloto/auditoria_piloto.csv
35f17c77df8b245c53db44243499b009ed577f01e50901f289a669b9b2fb20d8,330,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/auditoria_piloto.csv,NO_COPIADO
7c6d9f8fd179c0bbcb604c16ebc17586f84848364fc492efc9fd676cc106e3c5,815,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/comparacion_n_palabras_calculado_ANOVA.csv,03_resultados/tablas_comparativas/comparacion_n_palabras_calculado_ANOVA.csv
7c6d9f8fd179c0bbcb604c16ebc17586f84848364fc492efc9fd676cc106e3c5,815,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/comparacion_n_palabras_calculado_ANOVA.csv,NO_COPIADO
1990b83c64b1984e4abf561da7760b2b1a05ba02990600790eb458bbb2f49e1f,2031,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/comparacion_n_palabras_calculado_EMM.csv,03_resultados/tablas_comparativas/comparacion_n_palabras_calculado_EMM.csv
1990b83c64b1984e4abf561da7760b2b1a05ba02990600790eb458bbb2f49e1f,2031,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/comparacion_n_palabras_calculado_EMM.csv,NO_COPIADO
7eac205535002ff6878bd159dfbf7b02343cd51ea8f059ecbb4441d390d7d424,156,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/interaccion_fuente_tiempo.csv,03_resultados/tablas_comparativas/interaccion_fuente_tiempo.csv
7eac205535002ff6878bd159dfbf7b02343cd51ea8f059ecbb4441d390d7d424,156,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/interaccion_fuente_tiempo.csv,NO_COPIADO
66ded6059f2fe0eea81ffd61f337f442fe95f21801580855caa72f1c75de3f08,1055,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/piloto_n_palabras_calculado_contrastes_cond.csv,03_resultados/tablas_piloto/piloto_n_palabras_calculado_contrastes_cond.csv
66ded6059f2fe0eea81ffd61f337f442fe95f21801580855caa72f1c75de3f08,1055,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/piloto_n_palabras_calculado_contrastes_cond.csv,NO_COPIADO
22692dabb50ed6dcc1f21cdf81c9f065ec4e66e5d40d413e47c3e8c802678d79,892,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/piloto_n_palabras_calculado_contrastes_tiempo.csv,03_resultados/tablas_piloto/piloto_n_palabras_calculado_contrastes_tiempo.csv
22692dabb50ed6dcc1f21cdf81c9f065ec4e66e5d40d413e47c3e8c802678d79,892,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/piloto_n_palabras_calculado_contrastes_tiempo.csv,NO_COPIADO
6b7bca8cbdd2def5614fd28ee7ab40ac50e36c81dc50c5fa1a12c2b140007b2d,965,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/piloto_n_palabras_calculado_EMM.csv,03_resultados/tablas_piloto/piloto_n_palabras_calculado_EMM.csv
6b7bca8cbdd2def5614fd28ee7ab40ac50e36c81dc50c5fa1a12c2b140007b2d,965,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/piloto_n_palabras_calculado_EMM.csv,NO_COPIADO
c699891d0d8721e4c3ea48af9b80bc9efb75bb7eb7c837d0754b7c6eb1e13d31,893,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/resumen_modelos_validos.csv,03_resultados/tablas_comparativas/resumen_modelos_validos.csv
c699891d0d8721e4c3ea48af9b80bc9efb75bb7eb7c837d0754b7c6eb1e13d31,893,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/resumen_modelos_validos.csv,NO_COPIADO
1429aea44fac7c3a64cafc84613d7e20b0731a7023446ab30e8d71bc6ed15a29,53,2,PRINCIPAL,Analisis agosto/analisis_piloto/tablas/variables_comunes.csv,03_resultados/tablas_comparativas/variables_comunes.csv
1429aea44fac7c3a64cafc84613d7e20b0731a7023446ab30e8d71bc6ed15a29,53,2,COPIA,Analisis agosto/para_articulos/analisis_piloto/tablas/variables_comunes.csv,NO_COPIADO
9d09f52fa60fddea24b244caa21e2109fdd131d19990dea6f2be1d4567b3f1ac,30661,2,PRINCIPAL,Analisis agosto/data/lexicons/nrc_es.rds,NO_COPIADO
9d09f52fa60fddea24b244caa21e2109fdd131d19990dea6f2be1d4567b3f1ac,30661,2,COPIA,Analisis agosto/para_articulos/data/lexicons/nrc_es.rds,NO_COPIADO
77c2483300a3b91197037e2f30770aaad9a58037eb6b8748b0a66e9cf738150a,117686,2,COPIA,Analisis agosto/para_articulos/resultados/embeddings_t1.rds,NO_COPIADO
77c2483300a3b91197037e2f30770aaad9a58037eb6b8748b0a66e9cf738150a,117686,2,PRINCIPAL,Analisis agosto/resultados/embeddings_t1.rds,NO_COPIADO
91406a7a3304412620a5f7f400ad86a27bc230f64ec3e7260a75c5b130e66ec0,117702,2,COPIA,Analisis agosto/para_articulos/resultados/embeddings_t2.rds,NO_COPIADO
91406a7a3304412620a5f7f400ad86a27bc230f64ec3e7260a75c5b130e66ec0,117702,2,PRINCIPAL,Analisis agosto/resultados/embeddings_t2.rds,NO_COPIADO
2f87226eb496394da39f7489914de96adba998af59d33503eb1f87b33672d09c,117715,2,COPIA,Analisis agosto/para_articulos/resultados/embeddings_t3.rds,NO_COPIADO
2f87226eb496394da39f7489914de96adba998af59d33503eb1f87b33672d09c,117715,2,PRINCIPAL,Analisis agosto/resultados/embeddings_t3.rds,NO_COPIADO
fcafae001b1957f5c0130e212b2e580da60f6716804dd394ce23709d43387f29,540,2,COPIA,Analisis agosto/para_articulos/resultados/metadata_embeddings.txt,NO_COPIADO
fcafae001b1957f5c0130e212b2e580da60f6716804dd394ce23709d43387f29,540,2,PRINCIPAL,Analisis agosto/resultados/metadata_embeddings.txt,NO_COPIADO
d398e890ef69d66c926f2b0299195c61f0a7fc024fbf9bb927e6d2bdc612f136,442153,2,COPIA,Analisis agosto/para_articulos/resultados/pca_embeddings.rds,NO_COPIADO
d398e890ef69d66c926f2b0299195c61f0a7fc024fbf9bb927e6d2bdc612f136,442153,2,PRINCIPAL,Analisis agosto/resultados/pca_embeddings.rds,NO_COPIADO
72ed970a0a7a0dbe808a06b11cfbc4a853f48b465132cbdff8ee82cf353add07,59181,2,COPIA,Analisis agosto/para_articulos/resultados/prototipos_semanticos.rds,NO_COPIADO
72ed970a0a7a0dbe808a06b11cfbc4a853f48b465132cbdff8ee82cf353add07,59181,2,PRINCIPAL,Analisis agosto/resultados/prototipos_semanticos.rds,NO_COPIADO
2a111acdc594d4af8430623d5b810178a800b61dad14b791faaea9699813c0be,6194,2,COPIA,Analisis agosto/para_articulos/resultados/resumen_metricas.csv,NO_COPIADO
2a111acdc594d4af8430623d5b810178a800b61dad14b791faaea9699813c0be,6194,2,PRINCIPAL,Analisis agosto/resultados/resumen_metricas.csv,NO_COPIADO
28a3c0f6da1bc4a6943a42216f1321aae6316434f4ee353fc7c88be5050fcf60,3007,2,COPIA,Analisis agosto/para_articulos/resultados/tabla_prototipos.csv,NO_COPIADO
28a3c0f6da1bc4a6943a42216f1321aae6316434f4ee353fc7c88be5050fcf60,3007,2,PRINCIPAL,Analisis agosto/resultados/tabla_prototipos.csv,NO_COPIADO
b4023ad07d4dfb9cfb81fcd5375b01476d08ba241ad3f7afb71ae378d5d08463,1002,2,COPIA,Analisis agosto/para_articulos/resultados/deepseek/00_instrucciones.txt,NO_COPIADO
b4023ad07d4dfb9cfb81fcd5375b01476d08ba241ad3f7afb71ae378d5d08463,1002,2,PRINCIPAL,Analisis agosto/resultados/deepseek/00_instrucciones.txt,NO_COPIADO
301e000ca02982be997e0a6985866883cc912c93133117461aabed1f8f35cbb4,1819,2,COPIA,Analisis agosto/para_articulos/resultados/deepseek/10_resumen_para_deepseek.txt,NO_COPIADO
301e000ca02982be997e0a6985866883cc912c93133117461aabed1f8f35cbb4,1819,2,PRINCIPAL,Analisis agosto/resultados/deepseek/10_resumen_para_deepseek.txt,NO_COPIADO
e4ec0f86e9efdf687e8a03589205227cfb089ca0aba252a6692ca42a03cc1730,28607,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_02_linguistica_es.pdf,NO_COPIADO
e4ec0f86e9efdf687e8a03589205227cfb089ca0aba252a6692ca42a03cc1730,28607,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_02_linguistica_es.pdf,NO_COPIADO
270a555c72b914f38d5be82b467b4d24feb6a1977a8bb5e31f70e280cc0c9ea4,34153,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_03_hopper_es.pdf,NO_COPIADO
270a555c72b914f38d5be82b467b4d24feb6a1977a8bb5e31f70e280cc0c9ea4,34153,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_03_hopper_es.pdf,NO_COPIADO
2159faf9fa77a0c0b2920be7af14d1a87e18f0363160c344fb0a5f8f0348fb11,30612,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_04_similitud_es.pdf,NO_COPIADO
2159faf9fa77a0c0b2920be7af14d1a87e18f0363160c344fb0a5f8f0348fb11,30612,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_04_similitud_es.pdf,NO_COPIADO
607cef09e2be82853a394134ea31d3de2027f782bef6dd732c3387cc178bede5,32094,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_05_prototipos_es.pdf,NO_COPIADO
607cef09e2be82853a394134ea31d3de2027f782bef6dd732c3387cc178bede5,32094,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_05_prototipos_es.pdf,NO_COPIADO
f4f858a4ad7beffe650050a765cd46d98fb4f1a4d5e3874c32a5b42a204dc46c,31485,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_06_pca_es.pdf,NO_COPIADO
f4f858a4ad7beffe650050a765cd46d98fb4f1a4d5e3874c32a5b42a204dc46c,31485,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_06_pca_es.pdf,NO_COPIADO
b710c1dc7c26736b70a5f0c7c0de75ec4180e8fd0e5d6ebf14e6256a538a7970,34889,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_07_cambio_semantico_es.pdf,NO_COPIADO
b710c1dc7c26736b70a5f0c7c0de75ec4180e8fd0e5d6ebf14e6256a538a7970,34889,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_07_cambio_semantico_es.pdf,NO_COPIADO
085080983efa0c8271fcb6b40d33e634e30ca258c1eaa5e1d058a6cce750164f,7940,2,COPIA,Analisis agosto/para_articulos/resultados/graficos español/figura_08_correlaciones_es.pdf,NO_COPIADO
085080983efa0c8271fcb6b40d33e634e30ca258c1eaa5e1d058a6cce750164f,7940,2,PRINCIPAL,Analisis agosto/resultados/graficos español/figura_08_correlaciones_es.pdf,NO_COPIADO
de30a06a98cb927f02bb7d4450f5c3269596844d112697fb0bdcb144ee1df955,27318,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_02_linguistica_en.pdf,NO_COPIADO
de30a06a98cb927f02bb7d4450f5c3269596844d112697fb0bdcb144ee1df955,27318,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_02_linguistica_en.pdf,NO_COPIADO
2b6c4491790f600febfb42c8069c988dde928c1a2d858666e8cf2926fef711ec,103267,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_02_linguistica_en.png,NO_COPIADO
2b6c4491790f600febfb42c8069c988dde928c1a2d858666e8cf2926fef711ec,103267,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_02_linguistica_en.png,NO_COPIADO
a359a160ca1944111c243bf4f4b4ef9193ee7f86343b09a40ee8014480828e47,34205,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_03_hopper_en.pdf,NO_COPIADO
a359a160ca1944111c243bf4f4b4ef9193ee7f86343b09a40ee8014480828e47,34205,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_03_hopper_en.pdf,NO_COPIADO
400a2d3a586127854168a12e9a64cad19967c62b7955377d1f7b02991eddc3ee,99870,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_03_hopper_en.png,NO_COPIADO
400a2d3a586127854168a12e9a64cad19967c62b7955377d1f7b02991eddc3ee,99870,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_03_hopper_en.png,NO_COPIADO
8d5a79338edfe9e0c93f694460b5f405ddc88aee3eeae4435f917d10677ea9ca,30936,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_04_similitud_en.pdf,NO_COPIADO
8d5a79338edfe9e0c93f694460b5f405ddc88aee3eeae4435f917d10677ea9ca,30936,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_04_similitud_en.pdf,NO_COPIADO
3941519ed101ea7ce2fb49f4e6939607e44505031c2b8f8ec89e7be3daf8d7c1,73142,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_04_similitud_en.png,NO_COPIADO
3941519ed101ea7ce2fb49f4e6939607e44505031c2b8f8ec89e7be3daf8d7c1,73142,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_04_similitud_en.png,NO_COPIADO
6eb8ffe5ce9a67d3a3ee8036726eef2678198553df78e2d15fd1a26639dd42cd,34307,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_05_prototipos_en.pdf,NO_COPIADO
6eb8ffe5ce9a67d3a3ee8036726eef2678198553df78e2d15fd1a26639dd42cd,34307,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_05_prototipos_en.pdf,NO_COPIADO
28e41ab5c37b963d1a3f0c4ffe96b7dceaaa4674d0327c08a475049ac61fdfa4,115885,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_05_prototipos_en.png,NO_COPIADO
28e41ab5c37b963d1a3f0c4ffe96b7dceaaa4674d0327c08a475049ac61fdfa4,115885,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_05_prototipos_en.png,NO_COPIADO
f7a159a1dc7af92137b3a5c4b6d0a586ed1fe363a702410f77322fda96fbca55,31243,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_06_pca_en.pdf,NO_COPIADO
f7a159a1dc7af92137b3a5c4b6d0a586ed1fe363a702410f77322fda96fbca55,31243,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_06_pca_en.pdf,NO_COPIADO
89b2ca3f49b7b5413f4883cd513e3b4693625efeba76c6539ca30a72913811b1,179353,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_06_pca_en.png,NO_COPIADO
89b2ca3f49b7b5413f4883cd513e3b4693625efeba76c6539ca30a72913811b1,179353,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_06_pca_en.png,NO_COPIADO
0aa4961318c1080e2cc76d531c2879fc7a6c69eb46b32a0c16630ee713c01b64,34844,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_07_cambio_semantico_en.pdf,NO_COPIADO
0aa4961318c1080e2cc76d531c2879fc7a6c69eb46b32a0c16630ee713c01b64,34844,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_07_cambio_semantico_en.pdf,NO_COPIADO
1a44e7a4009ab9ca228742cb46209f8c6d5d9e63b8db0f8cd87cc0e6199757e1,68597,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_07_cambio_semantico_en.png,NO_COPIADO
1a44e7a4009ab9ca228742cb46209f8c6d5d9e63b8db0f8cd87cc0e6199757e1,68597,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_07_cambio_semantico_en.png,NO_COPIADO
17afc4334207ac3bc4ea7cb3bc0cf34caf57c3622beb77a8a592f050dd3c935c,7940,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_08_correlaciones_en.pdf,NO_COPIADO
17afc4334207ac3bc4ea7cb3bc0cf34caf57c3622beb77a8a592f050dd3c935c,7940,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_08_correlaciones_en.pdf,NO_COPIADO
9d615f91fb93a52dad8a863b9ce17ce250b5c466496e4dbbcb2ea7094a6982b5,13329,2,COPIA,Analisis agosto/para_articulos/resultados/graficos ingles/figura_08_correlaciones_en.png,NO_COPIADO
9d615f91fb93a52dad8a863b9ce17ce250b5c466496e4dbbcb2ea7094a6982b5,13329,2,PRINCIPAL,Analisis agosto/resultados/graficos ingles/figura_08_correlaciones_en.png,NO_COPIADO
44d9c826e12004d755f399954b31d9799ac8de441917b90e4bb26cb202ea1a3a,70,2,COPIA,Analisis agosto/para_articulos/resultados/modelos/modelos_mixtos_con_FDR.txt,NO_COPIADO
44d9c826e12004d755f399954b31d9799ac8de441917b90e4bb26cb202ea1a3a,70,2,PRINCIPAL,Analisis agosto/resultados/modelos/modelos_mixtos_con_FDR.txt,NO_COPIADO
a781da40333aa7c7ee0a401ea9ab404f57b0260e876e6555acfbd4c1088b5950,310791,2,PRINCIPAL,Script en R/Experimento ALC.R,04_codigo/Experimento ALC.R
a781da40333aa7c7ee0a401ea9ab404f57b0260e876e6555acfbd4c1088b5950,310791,2,COPIA,Script en R/Experimento ALC.md,NO_COPIADO
