contrast,tiempo,estimate,SE,df,t.ratio,p.value
Texto - Audio,T1,-21.374999999999517,41.05634578299146,28.830203848570644,-0.520625973704036,1
Texto - Imagen,T1,14.07142857142903,42.49735532593965,28.83020384857069,0.33111304135295383,1
Audio - Imagen,T1,35.44642857142855,42.49735532593967,28.83020384857069,0.8340855166060802,1
Texto - Audio,T2,-22.749999999999662,41.05634578299146,28.830203848570736,-0.5541165334159958,1
Texto - Imagen,T2,22.839285714286063,42.49735532593966,28.83020384857069,0.5374284008761683,1
Audio - Imagen,T2,45.58928571428572,42.49735532593967,28.83020384857069,1.0727558306777454,0.8768353043446253
Texto - Audio,T3,-15.874999999999686,41.05634578299146,28.830203848570736,-0.3866637348562149,0.9826446002290918
Texto - Imagen,T3,29.625000000000306,42.497355325939665,28.830203848570736,0.69710220254383,0.9826446002290918
Audio - Imagen,T3,45.49999999999999,42.49735532593967,28.83020384857069,1.0706548596031706,0.8796192971536982
