embedding_dimension,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
69,0.0544032412747874,-0.0008418507741654188,0.06558145345174148,-0.016183074538184936,0.0855326331739066,-0.061045624114196485,0.05907143975806892,0.034081821826366016,0.0318472724895882,-0.06862157822029245,-0.033773111969208534,0.018449766307290328,0.01676834139301834,0.10122719421401714,0.04574932962746089,-0.03593216001970478,-0.013973738578873908,0.08279589216912887,0.08557350260798649,-0.005091350515532506,0.06833540919603254,-0.03802986817707933,0.01859211450984696,0.039599063219834515,0.013805753139698148,0.006442258026335732,-0.018178684930635552,0.014056440497077641,0.08444622896549578,0.023277343144201906,-0.012938124520225426,-0.013236917352345596,-0.028468247690773277,0.024505455011880346,-0.05594887931277632,0.005639115439321281,0.020363402678035217,-0.024604050462653432,0.014500899849315015,0.028880347675899188,-0.043960345187642184,-0.06992492576560043,-0.05831677597950011,0.09796122102282616,0.02319847668779406,0.007688025765119148,0.02537486703632047,-0.1304892270581458,0.04468257963159243,-0.07318314498022396,-0.013395929506895145,0.08200156156638748,-0.06574842441819174,-0.016317583666113928,0.02907390678066785,0.056423583074940095,-0.03479026820792421,-0.02506759687300056,-0.025905889228609057,0.054019751548308764
70,0.04614417883825236,0.06629718552254683,-0.021392579635715905,-0.0406214444032131,-0.0013636529288829223,-0.10139176691085973,-0.008539986581441639,0.07226184930942078,0.026389775543472157,-0.028096346345370303,-0.025131563119640092,0.025727681422765034,-0.023080925105379225,0.013186088603901906,-0.046356286146971085,-0.04298160066152055,-0.03968673887440651,-0.07786928599426549,0.11179771025176682,0.039539560708653367,0.0011035178368539115,0.03714256829668608,0.002277067383201605,0.03911931128075122,-0.0368093369617775,0.11269895833473399,-0.025552094201122883,-0.05441229417098728,-0.04037840108424996,-0.12103703312820023,-0.033737771907532646,-0.004188834654838695,-0.09453936791382817,-0.05479151368742231,0.02692570076529607,-0.05087186027348857,-0.02838770794855853,0.11250944770649322,-0.03511156844164694,-0.02259243905135276,0.06716557497089186,-0.021946895507588562,-0.0019145814605315953,-0.049354243007688196,-0.029655027582986857,-0.1097921572577248,-0.0647185496585296,0.02221833569503697,-0.08382241986206632,0.015814828650724373,0.03137203331133757,-0.01554801142280827,-0.01860369623412356,0.09395103781195363,0.11105769721982997,0.08491299271905797,-0.024783615936547734,-0.03136821804746479,0.030009328915976834,0.01932922418759508
71,0.02029399329754584,-0.021277735130840057,-0.06933983530785794,0.10010919980007846,-0.011364707091034208,0.03663524279776092,-0.021278438250498896,0.05201588930216046,-0.07539183404969402,0.014691915590528069,-0.027134998395736375,0.017755744963304242,-0.06455260985213085,-0.026556298489933503,0.07162921661313887,-0.07087902685728496,0.005301210252849792,-0.0911569921849022,-0.020757170592667813,-0.013957577990212676,-0.07201234413920703,-0.04158129475098494,-0.03662218272541735,-0.02123718058626593,0.11249970905549324,0.030383768084804374,-0.04057580706348387,-0.06255932906818969,-0.0006284985655017778,-0.06134273341820435,-0.07436648659469929,-0.024142542888822803,-0.026525289707358755,0.07589612004181502,0.06124510593749574,-0.09107621437076273,-0.044366512490279945,-0.01659846009516685,-0.021133059450546346,-0.16355171838189642,-0.026281417763576488,0.0018678518529717586,-0.03138124813426279,0.04884582885457074,-0.00334110228648397,0.041176677826117905,0.1008809540838614,-0.02826669937832373,0.043204191995391536,0.07851019864425697,0.012668952880171357,0.03623527939844211,0.01774988138772689,0.09478868151143396,-0.015193122320300732,0.03481773222347507,0.00825237111728131,0.03596247659705566,0.022141030783897342,-0.033153670137485096
72,0.03577962744215785,-0.08168397572770533,0.11244236849116941,-0.026157064148183428,0.017905527095230443,-0.005457509551878812,-0.02752362507265129,0.03888377740981467,-0.014759395765248134,0.007134474809080539,0.0053079154709462575,-0.01950221483997319,0.010632872314428008,0.030881918031948685,0.027144420961970644,0.028424647959098045,-0.03212024879449849,-0.033667307764955086,-0.023348531965933117,-0.044168621289302566,-0.013015686879892751,0.04425007821497117,-0.12012824781399527,-0.08792173493960166,0.029232760939983973,0.08419311708929064,-0.06239302853989222,-0.0006320089451966103,0.02857278515397314,-0.02019501588054767,-0.03163000780989778,0.03536733976960763,0.08455256105362402,0.008535922116862465,0.019196391626600154,0.01040066154984633,-0.10642664345388671,0.0011605536473702136,-0.09765476488333677,-0.03297657731729209,-0.11770057749343568,-0.017749288868778846,0.020967755893174067,-0.013967852162030489,-0.03287940350642414,-0.06982312840907653,-0.05355424573542838,-0.1233409511560328,0.008809446846957062,0.024858302044837473,0.03892909549907242,-0.024332441898440936,0.03318425092249683,0.01834914668849571,-0.06539073753925012,-0.04421193378248852,0.06150626346771354,0.01916025062264791,-0.043141055565605754,-0.14007241219575792
73,-0.03506107720866829,0.07990108821537815,0.02236597216662335,-0.025911298740980537,-0.03466882893657648,-0.0452805487662288,-0.022865833936624856,0.12917505517709185,-0.03290835431638622,0.03477227030924332,-0.04933480417096834,-0.0686563048444802,0.0555942400024987,0.008735132268306717,0.0022768655248566537,0.039013766917941346,0.006364005338407211,0.002752865974478672,0.06568765748313471,-0.025602978263364138,-0.0459732325791487,0.043642333609139224,0.041612150755039996,0.08724416913069002,-0.03480480095560015,0.011345306983613789,-0.027015678094765034,0.04655415608627411,-0.037388581594482384,0.03392545493665876,-0.056332316242845085,-0.028088036089358306,-0.1073210077060214,-0.06430288584868586,-0.055389398155494214,0.060110604755068464,0.03838016503150186,-0.0853030447525143,-0.006136208329820885,0.04334202346516751,-0.025899451117622135,-0.03773806764590426,-0.01955442675571089,0.04977035174139093,0.05423096839681228,-0.04117439316242804,0.06244230471440716,-0.011506326591238916,0.024616155796670976,0.047257983708076705,-0.003942735234614301,-0.047291120213810114,-0.13726823956231562,-0.0630820258019587,-0.01596652541424444,-0.01439518191204639,0.043972667427423014,0.04983977313319178,-0.1273424360955997,-0.062078805014672285
74,0.011147546032916848,0.0519786590885413,0.004646654085705726,-0.012159413820617722,-0.059167315048100785,-0.05579428758048402,0.0015691011528502666,-0.000148153860971292,-0.05802630558273582,-0.06270861320476342,0.17207936064477744,-0.014335619466280836,-0.016815537891323708,0.042698197480932176,0.09676193996706205,0.06396716704406608,0.008728329027167248,-0.05267411486414427,0.024645348541411694,-0.08574264832838116,0.02204120140476831,-0.025581191106326808,0.03500273617877487,-0.0961801569441168,0.040084115284238414,-0.07467741038694183,0.03303803995100366,-0.051402714164271376,0.060804981774754,0.006050556989104444,-0.0015240605037198942,0.03028145453487135,0.027137081855519687,0.03027909883641992,-0.02122755969409005,-0.013996797317086015,-0.0509705212431142,0.036644207324137285,-0.0031081811428139974,0.04847028773076535,0.01694754484474561,0.10330328529400754,-0.010012294838975092,0.02198583186553701,-0.057234302504539515,-0.010408226292368877,-0.01672503837171425,-0.04164583300448982,0.03673677001432381,-0.019081518172489997,-0.04741535004495898,0.04483877949125766,-0.03981747034655039,-0.001575925738987284,0.0912858499401204,-0.013104246184425994,-0.04035509521378588,0.02132862571888454,0.035571551851367754,-0.021342074124688973
75,-0.042437116304148675,-0.04685000624729961,-0.09828241636816432,-0.0337402333008182,0.0442811466719782,-0.004200992400141017,0.018038149217606565,-0.03730508822459429,0.03378269901396823,0.0061743241807382734,-0.04367209773004019,-0.02342807896943402,-0.06857929542681614,-0.06703331909536131,0.06831428445032656,0.04148446434112032,0.0985037678923746,-0.08522365654501907,-0.07530512738770105,-0.013416498711687676,3.931365136815192e-05,-0.0007549966021534618,0.09820947854164574,-0.05442077127788603,-0.0020766536175361506,-0.035274589248414874,-0.02704180309169324,-0.07277182930901506,-0.02751089956231692,-0.013131075546781824,0.022696527636213732,-0.04006400397774067,-0.08072567794436653,-0.026482700251279995,0.00773665145153421,-0.0690224788431488,-0.02836053670089195,-0.0015158900990660236,-0.050840369777066186,-0.07343279958213092,-0.027429852872331042,0.05249975127321499,-0.027737951686154422,0.006543550903887617,-0.05150615700215855,0.020075642488625898,0.057327168425026935,-0.11686696301516865,-0.05706330258466032,0.05922447753711003,-0.04577791234224007,0.020975489833815402,0.018212405563451998,0.0634880755048762,-0.017884349182873197,-0.02389762917270384,-0.053983293609821736,0.0021732711554617997,0.04819517957239647,0.01631804512733287
76,0.054918449257401906,0.0006442065867158825,0.005853985059100862,0.02039283613821961,0.057794253104073955,-0.06729209963078565,-0.06233863302196136,0.05374977886706684,0.03375661314257707,-0.0932869974732262,0.08381578723186038,-0.05130945285726236,-0.05578956091277762,-0.020108371638834135,0.04933096616294913,-0.060808278650690516,0.05183155025584825,-0.01763059467988301,-0.06692081852905729,-0.10996570814255699,-0.04174386709505306,-0.03787633924735378,0.042020201256128396,-0.013706364486865161,-0.047707067957654614,0.04943101394872627,-0.02293160452115053,0.07841571360012553,-0.0036864219796136377,0.023782376798930565,-0.009120089243496887,-0.00403646823753495,0.08636449803571954,0.004307047220798322,-0.03255666344942475,-0.04930045888484659,0.08707956196629074,0.01864546127059327,-0.04493131160456603,0.04847251677139425,0.01778661721079095,-0.028234010739476775,-0.015120392217413837,0.02427855861219606,-0.0516473976036626,0.04542775602445702,0.04113142335855151,-0.09870265797354547,-0.07029450406035719,0.006303801468355735,-0.02032241299099972,-0.0533560391299579,-0.05581813935090125,0.0086920710881229,-0.01919659589401335,-0.055324411745373774,0.09587126462658882,-0.0021361859175084135,-0.0247675456559468,-0.02605923867453735
77,0.03463353766093864,-0.04440873122414005,0.07975832443182175,0.0742101995261308,-0.015698054457025077,-0.037062852376106105,-0.04331977772287468,-0.057205553252523154,0.03891276224281178,-0.0007794914494048765,-0.019118736890030814,-0.018692518270013732,0.06435632994506997,0.12889773172270858,-0.02651736991419002,-0.04884269360665615,-0.050416029750424654,-0.02870112037991822,0.025225276959604217,0.05721798791124151,0.02096518729812628,0.03651456689190882,-0.05448132244361576,-0.07728496845199184,0.04051853730487556,0.06273229760912415,0.01475627609899423,0.03974834247267009,-0.07179822501861668,-0.04501081501573151,0.004961833891836574,-0.05316066520789798,0.037383079135720906,0.059362736268935706,-0.07403196644810406,-0.014664628558250159,0.02764903257890787,0.06925657182574407,-0.06147861728056304,0.05037594252262767,0.026062189796631115,0.0406060048967219,-0.08575485946707263,0.006593332941539913,0.027024112561716173,-0.1150857721830032,-0.030387723093098267,0.04539390334917858,0.023225780212953986,0.019827369118154425,-0.09147259445244095,-0.08637393671967103,0.0077253480763077725,-0.040241603446319725,-0.032911309168338676,-0.07167310064326764,0.07574462370324306,-0.046296127472719474,-0.002039294908029022,0.0322211104612226
78,-0.07729161097507287,-0.09045438209495943,-0.0003467687864927506,0.04030998124013133,0.018145557976405626,-0.0298685130203803,0.04035442496441125,-0.010419718030438136,0.0031445051298794454,0.061745592073221674,-0.025820716254251714,0.04785347341035618,0.015615231991296778,0.0048049702601332695,0.08880971127531316,0.0592340403170085,0.03542246798037584,0.012014408758168555,0.01899742978837596,0.015030050406424066,-0.0721407506986434,-0.029711422801542785,-0.03366730732311907,0.08374964597960524,0.060558705330963046,0.02710173700548709,0.012504437316275747,0.05459981886568516,0.07935148799889738,-0.017931886825823164,-0.07496532272916205,-0.02309797161564828,-0.03781620356695091,-0.03709921185829008,-0.06011842536485215,0.049228413078661576,0.05012934806557776,0.04958315549026423,-0.049761828935602076,-0.01046973695168109,0.00802405519098559,0.04362617045455532,0.014655465977107623,0.01511303405084766,0.03830661637313724,-0.041621194129803946,-0.0645044567929754,0.007564127060904098,0.01845190504315314,0.03601576759756661,-0.062005556947652536,-0.07156695610915327,0.04473645289974698,-0.024437818932543837,0.10905537206642663,0.08442879612715408,0.004210530452230747,-0.06490151372079844,0.014164577378117504,-0.03166416045049928
79,-0.022394838411697836,-0.10710945438406748,0.009736629566442405,0.012637479617552773,-0.059049592987055206,-0.07378159343658369,0.058648688223562666,0.06582738761903027,0.02674251775231999,-0.002852629725736877,-0.004975432854656366,0.009589309584343127,-0.03108910768685002,0.006006106743262782,-0.04369108790768728,0.04097125943129541,0.014374797700806033,-0.03536360617663265,-0.06871559037292375,0.015977681943577047,0.01129608335302933,0.009523725959610157,-0.007548600933433801,-0.02689670863032389,-0.13292027095650083,0.001503377566446897,-0.0023727243201872635,-0.02222108853213044,-0.04519452462647061,0.010931490283735539,-0.015347888151435849,-0.03579119602404819,0.1493568525344391,0.125969228864965,-0.03427673509293214,0.031153595898310904,0.000880480475473762,0.10319613423365072,0.015243807395297022,0.04200714648743646,0.03829099427286001,0.008163983303629371,-0.04457882684417073,0.015258022546386274,0.09373106827974612,0.05660542762721168,0.08205787586051873,0.03803968375164244,0.0035551357284649295,-0.015041642910282371,0.01480772754828696,-0.004605900284188863,-0.1245881149557124,0.03959819813294589,0.05248701453848993,0.06703258020956657,0.008239681567109155,-0.02345955768599679,-0.0012730031308533865,0.036972189160615225
80,-0.0862685274025183,-0.07869794292467575,0.06653341760342271,0.020051848138141728,-0.06790050278718378,-0.014518258179545863,0.01439477922897044,0.04799095966568771,0.0277759988290099,0.020827893191033103,-0.04065115878947862,-0.021872534122051118,-0.02650699791340941,-0.030550204864997415,0.005935974301272361,-0.033985770071863014,-0.03148633345766171,-0.01691807890632108,-0.013283149375820239,-0.02487805043045492,0.045691420169715835,0.0387045044990866,0.0037597052731802153,0.01611841555164729,-0.029496246403308293,0.027826868663837406,0.05707107931660758,0.0031103766971080685,0.02601377343444177,0.042243061603632,0.007817454319607073,0.0693961154243177,0.011705476219243996,-0.002394405343606176,0.001782860228583783,-0.04975083742659905,-0.010848526500292544,0.026739043329147626,-0.006359578496976532,-0.06750116409625855,0.07563379086849298,0.012417599666965413,-0.04659218539791223,-0.07503677110622119,0.011157806616158098,-0.023688791104323734,0.013357328994870679,0.07360651394213799,-0.040664550351089845,0.005348837052244931,-0.07691301441553854,0.04219099224569109,0.02016164380054359,0.042577050126566755,-0.038568764561984936,-0.0067122926168131725,-0.01621270037116837,0.09103078193252769,0.02484243447958241,-0.0720914062835391
81,-0.04089132987261561,0.04450800877910049,0.000829655529507348,-0.0006784448510093857,0.1037698746465347,-0.015358189106071384,-0.0032205130627969312,-0.05325310830508443,0.11244820739719982,0.01142656696211232,-0.04389569776201469,0.03745914155236391,0.0009805304219499455,-0.020949731318950247,-0.058377236838557015,0.00708451113316599,0.04534837948100199,0.02450131457368301,0.0026344585771594102,-0.10697173169866984,0.06841596034041622,0.05917646521822471,0.04192339883596208,0.021187435186467006,0.045091066745464745,-0.022988499786382316,0.005161506309718106,0.06708321156812058,-0.05323829856500434,-0.06434838234553765,0.042273287570748136,0.012893696403723426,0.06868050717514065,0.06847287233482947,-0.0744090303209013,0.06790767202489023,-0.11950117107425405,0.01375982931860462,-0.040161945658465696,0.009611114005058482,-0.05648844803663691,0.007578817193689448,0.1129177532545143,-0.014645616658191297,-0.004103754307413949,0.11177674350290953,-0.10019693446772247,0.11947121294278443,-0.008397478696430984,0.07060800080485177,-0.023771538487725744,0.031207703041327334,-0.06393563502597943,-0.01147869329485187,-0.05026927618595207,-0.0024189187030941336,-0.012373596882042285,0.08511695818547095,-0.014018171217026148,0.001571553813648731
82,-0.11916985572369228,-0.036997001161680323,-0.024762863240125287,0.028517823065906854,0.022113732014273402,-0.014482927193552838,-0.02923913916508988,0.03772268415306914,0.03799841743202855,0.031864805586402686,-0.03329188553224363,-0.01249529843636661,0.0303737903632151,-0.028067725893614337,-0.01353883025924855,0.028725534593482437,-0.005130002766755805,-0.02618111500656217,0.055249465230565384,0.004130073418403013,-0.001570484011043395,0.015343339701516625,0.010839486508084244,0.05632775047546032,-0.016708029879015023,-0.04687833148182395,-0.04358264657504941,0.009740069523387618,-0.043797745408520855,-0.0010729096603726966,0.028205023387073553,0.0024511575963883383,0.004469480084894384,0.011934456934102338,0.05966628025085607,0.06835276872964832,0.037775183470292885,-0.030244553244348556,0.00951443208197014,0.006923377058523663,0.052267214223382014,-0.02454937076800278,0.036811581729658586,0.03889335157481427,0.03190818419841616,-0.018565893954220473,-0.027025731134898305,0.02460532931593553,0.05619459777521906,-0.037152400031903524,0.025469089593342573,0.011816295743857825,0.042462015096711284,0.07063961837514163,0.013874981998661554,-0.002161016874616142,0.040325152239025205,-0.0020470193034071416,-0.044645980691737065,-0.027967989936435993
83,0.07584852122951617,-0.007867188931740201,-0.03281237882307223,0.04397865927826186,-0.06298932525759054,-0.08557664037199796,-0.015718646094202024,-0.00664653458059526,-0.01735928887315989,0.01048621245804116,-0.031455674083454704,0.02851751551910233,0.03924108799203145,0.010098879297949023,-0.004580806882679517,0.12692871005719947,-0.05155981151229091,-0.07159686073925355,0.07117482680483929,-0.06700322440209515,0.049955017310113405,0.027853188826873126,-0.02164449898749713,-0.027155745263028084,-0.008190485838282522,-0.06384834654656456,-0.030667880332059683,-0.028439241569459147,-0.02665878653531902,-0.07737573281052905,0.07824908133017523,0.08855025094244948,-0.010886083472568843,-0.051039202503581134,0.03733815692786722,0.00596414202021681,-0.005810742447307866,0.015305942710217601,0.04347870238104172,-0.05809724290988831,0.019068468811752462,-0.010474120930302457,-0.07727458838416226,-0.081453031265936,-0.031107572491108695,0.09416007264082488,0.0033197808286264886,-0.037607498628842884,0.0647962608829317,0.04998276647388781,0.029974394063100287,0.02058151622918979,-0.002396268124738988,-0.0745526430713976,-0.022910948721347597,-0.02784474617972015,-0.017878120533617165,0.009256892326581717,-0.005317111403958981,0.005325220658481067
84,0.09332702219995652,-0.03876504327027405,0.003343576685633447,0.0415318743615688,0.014402113107648986,-0.03224415184383322,0.006234052856533595,0.03479557002452591,0.004784200689833465,0.07980185967308213,0.07641343667959181,0.06062764641719005,0.06777218078351743,0.03946569962857692,0.038022660467775346,0.001853334662520424,-0.03079521497359185,-0.010658050027237935,-0.01903682422287595,-0.010058190112196901,-0.008610230616559782,0.010500787256844175,0.042134013221747486,0.09698092505044553,-0.02848870500363579,-0.037780737309910994,-0.09165619011225776,-0.03428468762960241,0.004831868901955378,0.012418556896557137,0.007206776429537401,0.06630327979828142,0.01821244548466862,0.05001255056053626,-0.009550277336650334,0.021284569752803656,0.07721866553647835,0.037151117599393914,0.0328583969501633,0.01059101114413182,-0.01703096517481041,0.11251598993903338,0.03128738568643911,0.10117013621803997,-0.05413819187989001,-0.04882791257199985,-0.047822120900456684,0.06982957858578118,-0.06102593592691687,-0.018890148377863403,-0.007405259671796679,0.0020136181842731874,-0.008438016599862264,-0.09278650583877844,-0.02238800135516718,-0.028688171474132728,0.0541235853143948,0.05799018860147359,-0.045374663920609515,0.023402026638978682
85,0.021894524378377727,0.029833501365050127,-0.002691433889959607,-0.022516142877799492,-0.07482048535815201,-0.013749477499260315,-0.10090639539746608,-0.042313621338634866,0.05452401465545472,-0.034605256256418596,0.11976643265799378,-0.000528717723377744,0.008610279751090662,0.006663276094818663,0.010091456658095547,0.038214557653192156,0.014658252825080513,0.009264921042014594,-0.055718795783122055,-0.08973162465839805,-0.04908230256773931,-0.027490568004821456,0.049590406194322076,-0.04466627967152069,0.07802702078909758,0.1056197748334109,0.12615284911494776,0.022020917067444117,0.06913592486444753,-0.07035902602203126,-0.04426698895238483,-0.03456953812443488,0.04810078161772745,0.04815551875533514,-0.11002685694299588,0.07490977801706473,-0.00016028064119648954,0.08054772061737706,0.11243372572434726,-0.01686630466105829,0.024406626467300574,0.0058109123928645305,-0.028491982701979973,-0.005304428424571482,-0.06365874435000415,0.020614657875529956,0.04608977867873637,0.025448785084676462,0.06704995817219572,-0.05162658829516623,0.012081886180149716,-0.022345416568843684,-0.05412778918593083,0.01889706273196157,-0.04855143059679836,-0.03499716197854482,-0.00279576172762171,-0.02508512574217553,-0.09965583228418763,0.09586173548080547
86,-0.04329925412595158,-0.021569993834595,-0.06599579093697029,-0.04020719178861131,-0.029851051686122003,0.0990591213302671,-0.015585816773831732,0.017338718141504568,-0.02125455238164109,0.008937054237825441,-0.022479055582287962,0.049300603391486925,0.009657554262624154,0.04683349262293857,-0.004437655852685536,-0.09761524718203063,0.02938940039067609,-0.035111611357194095,-0.10143064842863986,-0.13207794868976658,-0.05534897919952152,-0.039902941269136,-0.015689222407869224,0.07764492773352417,0.07548118473966395,0.040606388314145564,-0.028115536864296783,0.01416077028058248,0.019450095168336366,-0.019215147333449766,-0.09102481093193397,0.0069048967807077205,-0.08972900948549282,-0.03465115353359412,-0.03142104934884004,0.07475381894057621,-0.022552820798190314,0.11497385778939143,0.00048235307064997354,0.01396699536220447,0.024967505956012815,-0.05692986844806974,-0.010386077977844913,-0.01403643538668681,0.04588780233636494,0.04470343048336834,-0.07846038040881721,0.06129186068600563,-0.06304085014035318,-0.07138468621375561,0.09611444083461167,0.03134860092980693,-0.13075472644878228,0.03868362722565191,-0.030976007396113888,-0.013307364991150566,-0.10463217129702822,-0.08497416887933004,-0.05605271443446491,-0.09176929860981603
87,-0.04766067064936784,0.03802776465903956,-0.01972239803177828,0.0041103900345843625,-0.017213695101786164,0.06069563682119118,0.06117856491255633,-0.006140713268935495,0.11596780108117534,-0.057978203162931556,-0.00922359265424848,0.08497264052288406,-0.042806337420530256,0.01297253458197576,0.08068302627290123,0.006286636379476666,0.10181693996732835,-0.06901231965291119,0.07475179477470226,-0.03374379221881877,-0.013730405301312924,0.053205415339642,0.044957631677384015,0.04991952907028278,-0.05855603026241095,-0.08108432712767687,0.005407014493598936,-0.0016558125603148139,0.02541691395614803,0.01591682551213634,0.007250271815786132,0.037199106723136206,-0.05917385060864331,0.04573749082296437,0.035468131310497635,-0.07722008114217946,-0.0262551682794656,-0.03190878773248618,0.06541730652466801,-0.0004699527935086247,-0.04527499291539677,0.04110435206967975,-0.007723719071852584,-0.07672894941150044,-0.06698409833082393,0.02572027595596935,-0.10188908692300687,-0.006034415982793545,-0.04360392777867027,0.05310770863996537,0.009571159487914434,-0.01876970938120852,-0.015810527580084225,-0.005660169291627418,-0.07519499471250339,-0.02940747190469638,0.07535598293792123,0.021354219670158204,-0.06668445009750856,0.10751409659934824
88,-0.07130163875200453,0.057665269089519244,-0.03857030955392093,-0.06762379710217893,-0.003230229485405964,-0.04710769577172137,0.06258423828322893,-0.07150196955168817,0.022947284850983515,0.021805925317652533,-0.016937826739153887,-0.004555722460674282,-0.0432424331993791,0.10419598144048496,-0.02499349986544236,0.06224596215773121,-0.008243918894635244,0.0638105717006212,-0.013784939318615281,-0.024320896859848118,0.010264030164122617,0.03087575832194532,0.016954511784219174,-0.016380107931432734,-0.05216499813290951,0.004763164845505346,-0.030219067763862264,0.006200689036249108,0.03465616441021584,-0.008012062154323252,-0.11038752852499925,-0.03307198906103908,-0.06241723001836398,-0.0012729115873606547,-0.028379361235806567,0.05758743907168445,0.06914974777337142,-0.04573613448237835,-0.027508979411850046,-0.07352725793243665,0.044233566543833036,-0.03431297809346564,0.018992794666364745,0.04457008146176824,0.0011083475180154844,-0.10291208935486515,0.05495603788052835,-0.0527957901794533,-0.003553240183270124,-0.023465333600523303,0.02073003854361962,0.050206749772933545,0.041569859924173835,0.05962538209190192,0.0566411405040435,-0.03557779574952552,0.010599259871489098,0.001553220724422421,0.04445525511557704,0.00996185896682346
89,0.01165960574141972,0.015330004395918181,0.07858899207202379,0.040619823626095196,-0.07674844770748976,-0.09338805513165636,0.044401145844059124,-0.062370623115436036,0.03639040851119971,0.0509218827729499,0.04612444791920069,-0.02420118905411679,0.006599494409286134,0.04311241170007719,-0.045977747652192716,-0.035574937940308124,0.10699235267637165,0.05451455765406508,0.025294163146471683,0.01749647266851563,-0.006076530604008745,-0.0011702529609237487,0.021760933118122324,0.04087441500455501,-0.05513119359982272,-0.018859014128154578,0.07098676877981855,-0.12241650975629294,-0.0032407136313352446,-0.061565713328185064,-0.0265458124052652,0.05903925824770523,0.07548121534409341,-0.03232962712350106,-0.011720957872663942,-0.00606119971111053,0.07477538919536678,-0.04880040725800749,0.005360024907336611,-0.06634777723167656,-0.008643948699041275,0.005368488453575538,0.0833595092970694,0.08412198288514522,-0.04809803076698567,-0.02365163911273442,-0.02162896201458539,0.00037936139328817307,-0.010283201066865219,-0.012160061859067017,0.024697344123975326,-0.0015387590342454517,0.011436277551794098,0.046542637123189005,0.030980296235389202,0.07655117902239518,-0.0010102033880829437,-0.027117741145130533,-0.08441179656489958,0.014588553850437298
90,-0.04593967296927119,0.08355666900202459,0.06322171828614023,0.03222009092264371,-0.020685630540376112,0.05284859756808891,0.014025769591707288,0.010782204215757398,0.0014240791762459367,0.011581018641602783,-0.011129254613456284,0.08209691950228525,0.07040615675031933,-0.06519583683073062,0.01145189602404418,-0.10327956974702798,0.057229694365861776,-0.018804332069102356,0.01095424907033943,0.0259172072429393,-0.10550262679953534,-0.03186185432301622,0.026833153275778832,-0.032587380588304085,0.07783615774477265,-0.004312852220880246,-0.09908950905960749,-0.029239539967629964,-0.000830096108596613,0.08385891857046257,0.007103679232438674,0.07165215115181908,0.05733428910197637,-0.05220673089213052,-0.011293215273231723,-0.0017438539653209123,-0.04342298333093094,-0.025926591658690577,0.03959844891823218,0.1074065027319915,0.04161139258671479,0.029926668995206577,-0.06469285303123343,0.04825598010375833,-0.04425200237279376,-0.014518306650773336,0.05021172664330046,-0.01602671906069128,0.043195675119265246,-0.04057651334756978,0.001985040282632793,0.0011971663344815702,-0.04239564061602197,-0.011638425121421547,0.010432066632769788,0.028092937547330166,-0.01067555651334683,-0.008078889761858282,0.012155982010629656,0.04967139472336452
91,-0.0259051728720906,0.01809766550669236,-0.016151135853979905,0.04251377531244127,0.06338488089156954,-0.07921575871266402,0.0634215433296003,-0.08246866776636798,0.03489003535437889,0.05831565891923415,0.11007270497052181,0.10131522295525151,-0.08609989123391515,0.023277972210201933,-0.02975553085472547,-0.04370820014244437,-0.005914578412373787,0.005454549828959103,0.017216177327405973,0.022497231475692207,0.03113308101596647,0.0039024814313993812,0.04551444726059715,0.050791334970585834,-0.02370101289152044,-0.05185626972905809,-0.015694841907922613,0.06861923827566295,0.031144836947221026,-0.02170560969405436,-0.011953124386187015,-0.013129610487671509,-0.041094159737428346,-0.012537766340046818,0.04287370499872038,0.03537732465088636,0.06759837902052913,-0.05120555936011644,0.03371240953453279,-0.008632157143294683,0.011620392592130064,0.08009198429217891,-0.0520483400415418,0.007742988097951064,-0.11224286202615477,0.0348462013010619,0.03559020128182617,0.01160183606900273,0.05080019752693521,-0.020828854550470073,0.09899914101504034,-0.022678553003319408,-0.07183199866589236,0.01223081159830654,-0.0033110547688366874,0.023147451590010668,-0.10786116126876062,-0.0063087210732396095,0.0974745052072215,0.041656309244234815
